event_id,timestamp,user,host,source_ip,event_type,mitre_tactic,mitre_technique
56fb5f6c-2fd3-47c3-b3c9-f5c0c0293bdb,2026-01-23T10:01:55.581287+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
412cf3dd-87df-4ebd-9ac7-a27dbfd05221,2026-01-23T10:02:00.204476+00:00,bob,win-02,10.0.0.12,user_login,TA0006,T1110
0c66dd6c-170d-4b21-9129-e60d00130449,2026-01-23T10:02:03.253621+00:00,bob,win-01,10.0.0.10,user_login,TA0001,T1078
95f14f26-c9d6-43b5-b17a-091fee2e207f,2026-01-23T10:02:07.062680+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059
d95a410d-6ad2-4255-808e-8b290e307d66,2026-01-23T10:02:11.777255+00:00,admin,win-01,10.0.0.10,user_login,TA0006,T1110
e3853956-6110-498a-a8fb-660554f82fc1,2026-01-23T10:02:16.383298+00:00,admin,win-01,10.0.0.12,user_login,TA0006,T1110
8cde3264-5258-4712-bef5-791d1bf5b487,2026-01-23T10:02:21.083828+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.003
305f7012-824c-45e4-9408-02ce2a2c6a0e,2026-01-23T10:02:25.741980+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
38c8e54e-3a8f-489b-ad24-0a52bfbda776,2026-01-23T10:02:29.719322+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059.003
0567fc4e-a7df-44b3-8292-ace9d7c2168f,2026-01-23T10:02:31.691614+00:00,admin,win-01,10.0.0.11,user_login,TA0001,T1078
85567f4f-d3d5-4a57-8644-153833e36ee5,2026-01-23T10:02:33.550917+00:00,alice,win-02,10.0.0.12,process_start,TA0002,T1059.003
d855f7e7-907a-400d-b728-67cc3b63e0bb,2026-01-23T10:02:36.008730+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.003
ca7a681b-e8ec-45b4-9fc7-a534fe85029c,2026-01-23T10:02:38.980872+00:00,alice,win-03,10.0.0.11,user_login,TA0006,T1110
c71abda2-ef75-4041-ba2e-ca2f3185d13d,2026-01-23T10:02:40.190769+00:00,bob,win-01,10.0.0.12,user_login,TA0006,T1110
d8874eb6-668e-4673-ae28-b5d1dbcec81a,2026-01-23T10:02:44.679942+00:00,admin,win-01,10.0.0.11,user_login,TA0006,T1110
a717b4ee-1103-4867-afb0-c273363c662c,2026-01-23T10:02:49.616688+00:00,admin,win-02,10.0.0.10,user_login,TA0006,T1110
43973a33-7d02-445a-88ff-e8f2ba392d30,2026-01-23T10:02:53.729669+00:00,bob,win-02,10.0.0.10,user_login,TA0006,T1110
f978803f-8bbe-4e07-b6fc-133b4738d628,2026-01-23T10:02:57.545190+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
7be1a7bd-59e7-45a2-9996-992ac31a17ad,2026-01-23T10:02:59.957040+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.001
bf066276-481a-4f72-83bc-55d04c3ecd1d,2026-01-23T10:03:04.312875+00:00,charlie,win-01,10.0.0.11,user_login,TA0006,T1110
64481f70-4331-44de-ae76-2f6f154f6bf3,2026-01-23T10:03:07.495727+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059
be59687e-8bc6-4551-b5aa-ef47f009f860,2026-01-23T10:03:08.526149+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.001
c29ef22c-522c-460a-af4f-72ea4f680aa3,2026-01-23T10:03:09.820589+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.003
788bf50f-6942-4425-9d66-b7a283476203,2026-01-23T10:03:11.522419+00:00,charlie,win-03,10.0.0.10,user_login,TA0006,T1110
df20452c-d05c-47e8-871f-1772e08bd647,2026-01-23T10:03:13.792268+00:00,bob,win-01,10.0.0.10,user_login,TA0001,T1078
2a3855b8-58a0-423d-9037-90961f2c92fc,2026-01-23T10:03:18.466306+00:00,bob,win-03,10.0.0.10,user_login,TA0006,T1110
58f7e62c-4281-4d92-a1e5-ee2e22d1bd96,2026-01-23T10:03:22.553460+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
e4117695-92ac-466a-8521-a8327ab57bda,2026-01-23T10:03:26.774112+00:00,charlie,win-03,10.0.0.10,user_login,TA0006,T1110
3bd11e16-7a39-48b3-8cf7-86361eae1275,2026-01-23T10:03:28.977133+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059.003
63447358-530d-46c2-8d88-ff5cecfa70eb,2026-01-23T10:03:33.042439+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059
62e7c566-7652-4dbd-8de7-353df97250b7,2026-01-23T10:03:35.579946+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.003
e9321ef9-abb4-4138-a95f-8390f5e89f40,2026-01-23T10:03:37.219705+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
27372984-d702-4748-9673-9668b6dacb65,2026-01-23T10:03:38.995799+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.003
8258d22c-8664-405d-af84-1a8772deab5c,2026-01-23T10:03:40.349282+00:00,alice,win-02,10.0.0.12,user_login,TA0006,T1110
de4ac3eb-63c2-4a65-9fb6-b18f831a7220,2026-01-23T10:03:41.875199+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
e78c15d9-cf82-43f0-af24-5b71cb1ce7c6,2026-01-23T10:03:44.491933+00:00,charlie,win-01,10.0.0.12,user_login,TA0001,T1078
a8760091-c81a-46a3-b5b6-1bdd52383750,2026-01-23T10:03:47.685718+00:00,bob,win-02,10.0.0.11,user_login,TA0001,T1078
ab0116cc-48bd-4343-aa5c-ee2ca16ec07b,2026-01-23T10:03:48.715874+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.001
b89a5e16-df61-40c1-ba3c-5e99eb2ff114,2026-01-23T10:03:50.947374+00:00,bob,win-01,10.0.0.12,user_login,TA0001,T1078
3edfbc65-9fb6-4b89-976a-b02b8768572b,2026-01-23T10:03:54.656344+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.001
9428e6d8-b585-4088-aaf1-ced050889b7e,2026-01-23T10:03:58.026956+00:00,admin,win-01,10.0.0.11,process_start,TA0002,T1059
692acf43-25a6-4825-8c37-fda43497a21f,2026-01-23T10:04:00.345997+00:00,charlie,win-03,10.0.0.11,process_start,TA0002,T1059.003
f1610ac5-07d1-43d4-9925-c5352ff24ec7,2026-01-23T10:04:04.319754+00:00,alice,win-01,10.0.0.12,user_login,TA0001,T1078
05218f5a-a15c-4e4e-915e-16adc5b47d9c,2026-01-23T10:04:07.746529+00:00,alice,win-02,10.0.0.10,user_login,TA0001,T1078
21e15f02-7928-45f6-b17a-739e8d57ba2a,2026-01-23T10:04:10.752373+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.001
869dbad5-b0b7-45d8-8c48-04a9a58c540b,2026-01-23T10:04:13.023264+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
b30f2da3-8ef3-4794-9d97-d47fc5ee13e3,2026-01-23T10:04:15.178248+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.003
42314181-2780-4f9b-80fe-35724e2f89ac,2026-01-23T10:04:19.850156+00:00,admin,win-02,10.0.0.10,user_login,TA0001,T1078
9e35a571-fbfa-4590-9150-8c87423429b3,2026-01-23T10:04:22.769595+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.003
3fd52653-0508-4ba1-b8d5-30a696b246b1,2026-01-23T10:04:26.627235+00:00,charlie,win-02,10.0.0.12,user_login,TA0001,T1078
55557f3e-3864-4801-bddd-f74b317b17dc,2026-01-23T10:04:28.574640+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059
a7c70231-c63b-4b14-8de8-c8688ecad6bf,2026-01-23T10:04:29.838021+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059
beca2be9-7183-4a0a-91e0-8ef45663d6cd,2026-01-23T10:04:31.677972+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.001
aa013b5b-f690-4fb1-9fb0-39cc219f8010,2026-01-23T10:04:33.541648+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059
45d61f37-b5d7-4d48-b1b0-5f3ef7c5d469,2026-01-23T10:04:38.432553+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
e272c2c8-ae03-4610-9f43-d764bb289fca,2026-01-23T10:04:41.905005+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059.003
b827284e-8be4-4e1f-bc49-05b9a8312804,2026-01-23T10:04:44.065938+00:00,charlie,win-03,10.0.0.11,user_login,TA0001,T1078
376257c8-bcb9-495d-9eb0-db48a0822266,2026-01-23T10:04:48.376150+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.001
02c65228-46a8-4233-886c-901a9de80467,2026-01-23T10:04:51.165246+00:00,charlie,win-01,10.0.0.11,process_start,TA0002,T1059.003
cf59ea69-c45e-436d-83e0-8044d31a19fa,2026-01-23T10:04:56.014859+00:00,bob,win-01,10.0.0.12,user_login,TA0001,T1078
ab889fd5-2ba7-4b68-8635-d24f2dc758da,2026-01-23T10:04:59.861831+00:00,alice,win-03,10.0.0.12,user_login,TA0006,T1110
18d5cc1a-3600-4177-bab2-1f3ef7489884,2026-01-23T10:05:03.684641+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.003
a91db00f-fdde-46e7-bbcc-50dd52691d6e,2026-01-23T10:05:05.456345+00:00,charlie,win-02,10.0.0.10,user_login,TA0001,T1078
3b1a61e9-906b-44da-b0ac-3eeffc409b56,2026-01-23T10:05:08.389820+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
d122e0e6-baf7-462f-8c35-ea081f73905c,2026-01-23T10:05:12.639697+00:00,admin,win-01,10.0.0.12,user_login,TA0001,T1078
52e65230-7357-4adc-af66-94036f7357a9,2026-01-23T10:05:13.803912+00:00,charlie,win-02,10.0.0.10,process_start,TA0002,T1059
258a1c34-6ef3-4e75-a3ee-6199fd57b034,2026-01-23T10:05:18.711029+00:00,bob,win-03,10.0.0.12,process_start,TA0002,T1059.001
edc8a5fe-ebbe-4f9d-83ee-62e792c20f00,2026-01-23T10:05:22.963215+00:00,alice,win-01,10.0.0.10,user_login,TA0006,T1110
ba23a907-5543-4d34-848c-168ca2e2d441,2026-01-23T10:05:25.867916+00:00,charlie,win-02,10.0.0.11,process_start,TA0002,T1059.001
8f21f878-a1ab-42f6-b6f3-90a7c1d2aadd,2026-01-23T10:05:29.901590+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.003
7593b9e1-3527-47f5-a83d-58dfdc48866b,2026-01-23T10:05:34.105103+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059
505c04d8-bd97-4281-9ff1-b07def3bb99d,2026-01-23T10:05:36.571986+00:00,admin,win-01,10.0.0.10,user_login,TA0001,T1078
7e5ede94-91bc-49da-b927-085646b9d863,2026-01-23T10:05:39.432076+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059.001
e167f3b5-4203-46c4-a047-2fb4629e5bd2,2026-01-23T10:05:41.877334+00:00,bob,win-01,10.0.0.12,user_login,TA0001,T1078
c0ea02a2-4b72-4cab-a9ee-2cef5de83703,2026-01-23T10:05:43.682339+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
f3ef1783-1df6-4409-acd9-c3ba2563b31d,2026-01-23T10:05:45.376502+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059
ddf6a3ca-25fb-49c9-8f6d-826f32529221,2026-01-23T10:05:49.838167+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.003
610415d6-72d9-40e8-b37e-7bf57221b29b,2026-01-23T10:05:53.115729+00:00,alice,win-03,10.0.0.11,user_login,TA0006,T1110
73f260ec-777b-48de-a076-2ef744678115,2026-01-23T10:05:57.929531+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059
19b433b6-1369-404b-abad-6eabae4768cc,2026-01-23T10:06:02.297385+00:00,bob,win-03,10.0.0.12,user_login,TA0006,T1110
4ce0701d-7c75-41a3-a5d8-fb82acde4016,2026-01-23T10:06:05.543228+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059.001
23254e9e-952b-4b96-8049-4a0ce326f9d1,2026-01-23T10:06:10.440219+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.001
a13197e2-8e39-48a9-91fa-fba1227f0cb7,2026-01-23T10:06:12.944458+00:00,charlie,win-03,10.0.0.12,user_login,TA0006,T1110
a7b9a2a1-b852-47fc-bef3-1f976402c06d,2026-01-23T10:06:17.904785+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.003
844daa7c-a99a-48d3-ae30-3d622b5580c7,2026-01-23T10:06:20.025295+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
d5e6307b-60b0-4022-a85d-3c7390e46646,2026-01-23T10:06:24.162486+00:00,alice,win-03,10.0.0.10,user_login,TA0001,T1078
e956da84-3db0-464f-8296-528bc2cf753e,2026-01-23T10:06:27.221985+00:00,alice,win-03,10.0.0.11,user_login,TA0001,T1078
f6b4627e-564c-4e7b-87ab-79e4b8e9ecc0,2026-01-23T10:06:31.200754+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059
2cb0d943-c083-4f11-99e5-12dbdf95d417,2026-01-23T10:06:35.765496+00:00,bob,win-01,10.0.0.10,process_start,TA0002,T1059.001
5d486b59-29dc-42b0-b62a-514e67988173,2026-01-23T10:06:40.425015+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.001
3b847206-8ab0-445f-b861-c7485557ac58,2026-01-23T10:06:41.844280+00:00,bob,win-01,10.0.0.12,process_start,TA0002,T1059.001
627c2b8f-2a79-493e-9c43-0eec43c37368,2026-01-23T10:06:43.253488+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059
19428e6b-09d8-47f7-80cf-4ca7a73ec2bc,2026-01-23T10:06:47.487791+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.003
16691b9e-82c6-405d-a3b2-4ee8ab1bd839,2026-01-23T10:06:50.219186+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.001
e4cbbbe4-c58f-4735-bfde-277dc9c5d76e,2026-01-23T10:06:52.950767+00:00,charlie,win-01,10.0.0.10,process_start,TA0002,T1059.001
b52b0299-abb9-45f6-a470-616a1f83096c,2026-01-23T10:06:57.054337+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
ae893e36-2b1d-4243-af5d-e11c1a61b875,2026-01-23T10:06:58.180511+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
c049776c-5c4e-44b6-bf0f-953b2552e25d,2026-01-23T10:07:02.453835+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
0e4f730e-9c3f-4cea-b794-9c524dd0a3a7,2026-01-23T10:07:07.081974+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.001
8526a7a7-b3b7-4546-9d4a-b99c93ed4b10,2026-01-23T10:07:08.458449+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
dd8a3a22-9263-4909-9bd5-ae2dc203dc8f,2026-01-23T10:07:11.612494+00:00,alice,win-01,10.0.0.11,user_login,TA0001,T1078
456fec3f-8824-44a7-8aec-7988fb2416dc,2026-01-23T10:07:14.495998+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
239a93ee-d24e-4d5e-b9d9-f72689ea2554,2026-01-23T10:07:19.098760+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059.001
75d67bff-beaa-47ad-b810-df0c31ae3ad7,2026-01-23T10:07:22.702792+00:00,admin,win-01,10.0.0.10,user_login,TA0006,T1110
525a0928-62d2-452c-93bb-800159d8d13c,2026-01-23T10:07:26.993058+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.003
c05b556e-33e5-43ac-b560-3509b34a4a43,2026-01-23T10:07:29.470873+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.003
1d1030c1-4418-4ed6-83e4-58c260d23d15,2026-01-23T10:07:32.478920+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059.001
b91a2de6-29a4-4a09-a850-3e323307d36a,2026-01-23T10:07:34.353430+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059.001
ab8aecee-24ee-400f-be59-e8d968789784,2026-01-23T10:07:38.692278+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059
8f033080-a4be-4440-96f7-4390e386a824,2026-01-23T10:07:41.405854+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059
aa4c94d3-3910-4238-8ce2-a70e23fcb31c,2026-01-23T10:07:44.197863+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.001
6ca3dfb0-49f8-47f9-890d-057318f2bf67,2026-01-23T10:07:47.093340+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.001
b0aec286-88b8-4b3b-addd-b77afa1bc8df,2026-01-23T10:07:48.847928+00:00,bob,win-03,10.0.0.12,process_start,TA0002,T1059.001
f31f214d-c0b9-46b9-956b-d4e0e04acd95,2026-01-23T10:07:53.276877+00:00,admin,win-01,10.0.0.12,user_login,TA0006,T1110
397b6ef3-6e94-4f27-8682-65ea53fc84ef,2026-01-23T10:07:58.124195+00:00,alice,win-01,10.0.0.10,user_login,TA0006,T1110
439e9b08-1fc9-4d6c-82c7-483444dd3970,2026-01-23T10:08:00.635012+00:00,charlie,win-02,10.0.0.11,user_login,TA0006,T1110
6e600f5b-59c0-4eb2-ac7d-07b83ede9ad5,2026-01-23T10:08:03.031589+00:00,admin,win-03,10.0.0.12,user_login,TA0006,T1110
d5549182-317d-47aa-97e7-77574285c9ac,2026-01-23T10:08:06.482292+00:00,bob,win-02,10.0.0.11,user_login,TA0006,T1110
3a82dd8a-fc4e-44cb-bdca-570c75127c09,2026-01-23T10:08:11.096491+00:00,charlie,win-03,10.0.0.10,process_start,TA0002,T1059.003
8298ed2c-d4f8-4d2c-b870-b2b059b39010,2026-01-23T10:08:12.785503+00:00,admin,win-02,10.0.0.12,process_start,TA0002,T1059
e152c07d-482f-46d8-ba9d-88c0a192fa23,2026-01-23T10:08:16.794996+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
786d3682-be9c-4967-8861-08fba19b9b78,2026-01-23T10:08:17.893680+00:00,admin,win-02,10.0.0.12,user_login,TA0006,T1110
78850436-fde8-4582-959f-c40ed1d6919d,2026-01-23T10:08:20.035195+00:00,charlie,win-02,10.0.0.10,user_login,TA0001,T1078
a7fe6584-e6f5-4a57-be52-69285471cec4,2026-01-23T10:08:23.466481+00:00,bob,win-02,10.0.0.11,process_start,TA0002,T1059.003
419ccf4a-a84e-4411-a424-5d1faffc960d,2026-01-23T10:08:25.442404+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059.001
c47494ce-72f9-4d41-b088-0ffe9563e427,2026-01-23T10:08:29.390480+00:00,bob,win-03,10.0.0.10,user_login,TA0001,T1078
0b00b4b8-8208-4b89-b7c5-f10ea2151114,2026-01-23T10:08:34.363127+00:00,admin,win-02,10.0.0.12,user_login,TA0001,T1078
e0ff05d9-986e-4481-8770-70fecdf4e508,2026-01-23T10:08:38.206963+00:00,bob,win-01,10.0.0.11,user_login,TA0001,T1078
5832445e-1dfc-47c6-99dd-5d078465a278,2026-01-23T10:08:39.807859+00:00,bob,win-02,10.0.0.12,process_start,TA0002,T1059
f80d1cd3-8ca3-4731-b97b-abf79f9db33a,2026-01-23T10:08:41.329264+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
380e08d9-918b-47c3-b462-4eb9ff9ca963,2026-01-23T10:08:46.273541+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.001
baa1228d-b10c-4672-9aa6-505061ed24c6,2026-01-23T10:08:48.161720+00:00,charlie,win-01,10.0.0.10,user_login,TA0001,T1078
63e82bc2-d73a-496d-9e42-98715cefa5c0,2026-01-23T10:08:51.564454+00:00,admin,win-01,10.0.0.10,user_login,TA0006,T1110
bc0f9168-7829-4acc-8287-3b8652a6568f,2026-01-23T10:08:54.363335+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
ad36a023-3bc7-46ca-92d6-01200bdb1c15,2026-01-23T10:08:55.427861+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059
ee6511d9-af7d-4858-8d2a-29572533c397,2026-01-23T10:08:58.765120+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
2148bb59-d4c9-490b-bc64-0d3ee8b9e2ac,2026-01-23T10:09:01.266912+00:00,bob,win-03,10.0.0.11,user_login,TA0001,T1078
2c1fff4e-3bc5-4a47-b096-dc982a076eca,2026-01-23T10:09:04.379513+00:00,alice,win-03,10.0.0.12,process_start,TA0002,T1059
c01b1a17-812c-48fa-ae7b-278c0d032e86,2026-01-23T10:09:08.419814+00:00,bob,win-01,10.0.0.11,process_start,TA0002,T1059
96fafbe8-2f9f-43db-ac06-8254795430d8,2026-01-23T10:09:12.471213+00:00,charlie,win-03,10.0.0.10,user_login,TA0001,T1078
3c2662cd-ff72-4882-8c6e-b177f8f58a7a,2026-01-23T10:09:17.187323+00:00,bob,win-03,10.0.0.10,process_start,TA0002,T1059.001
24bd73e0-e2e5-42c8-91a8-47157f1aec0f,2026-01-23T10:09:21.416705+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
af5a1ba7-5bca-4169-8947-19ce3cdc8fb7,2026-01-23T10:09:22.728394+00:00,admin,win-01,10.0.0.12,process_start,TA0002,T1059.001
ac3994f9-3332-4619-8eea-c37a0e3b5fc1,2026-01-23T10:09:24.323882+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059.001
c1aede28-fa54-49f9-931d-a27c050d8e23,2026-01-23T10:09:27.823955+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059
5d71cbcf-f4c4-4ce0-83f4-4a04fd767aa9,2026-01-23T10:09:32.206396+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
560b8ede-d9c8-473a-97d9-587039dbb297,2026-01-23T10:09:34.020962+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.003
65dcbbf5-d21e-47bd-a1df-594b2cf7a660,2026-01-23T10:09:38.647260+00:00,charlie,win-02,10.0.0.12,process_start,TA0002,T1059.001
4a0a267b-0e43-46a2-897f-6e482ceeb17f,2026-01-23T10:09:40.897256+00:00,alice,win-03,10.0.0.11,process_start,TA0002,T1059.003
7cbd8c60-4442-4523-ad97-73ee108882ae,2026-01-23T10:09:42.501345+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
d3f95b6f-17d1-4ddb-871e-39c8e35c167c,2026-01-23T10:09:44.720118+00:00,charlie,win-02,10.0.0.12,user_login,TA0006,T1110
61b70bb9-b3f3-4733-97e5-4c6249c9a058,2026-01-23T10:09:46.974313+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059
f5a5ff54-c895-451b-acf9-578239b7540d,2026-01-23T10:09:50.285168+00:00,admin,win-01,10.0.0.10,user_login,TA0001,T1078
a25b0fdb-fb66-44be-baab-05ec2261e732,2026-01-23T10:09:54.023806+00:00,bob,win-03,10.0.0.11,process_start,TA0002,T1059.003
2627449a-77ea-49b6-ac95-139202b5bc82,2026-01-23T10:09:55.926263+00:00,alice,win-02,10.0.0.10,user_login,TA0006,T1110
8bbf7744-a500-4591-9950-551bb67356d3,2026-01-23T10:10:00.857079+00:00,charlie,win-01,10.0.0.11,user_login,TA0006,T1110
d1c6f757-064b-4c17-b617-7eccc84a578c,2026-01-23T10:10:04.281996+00:00,bob,win-01,10.0.0.10,user_login,TA0006,T1110
af72f08b-317f-41e9-a8e3-d949c0397a73,2026-01-23T10:10:09.253297+00:00,alice,win-02,10.0.0.12,user_login,TA0001,T1078
349e778b-9731-43a4-92fe-66fc831c4f9a,2026-01-23T10:10:13.908101+00:00,alice,win-01,10.0.0.11,user_login,TA0001,T1078
cf6d9da4-6c51-4833-ad55-83c124fadad8,2026-01-23T10:10:16.864703+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059.003
543aaa74-e9b4-40a6-b040-a8415b55913a,2026-01-23T10:10:19.823677+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059
87f0402d-ccfe-4631-948d-265cd55db5c3,2026-01-23T10:10:21.573199+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059
d9975313-2ba1-4a93-92e2-2a29fc46c670,2026-01-23T10:10:22.949877+00:00,charlie,win-03,10.0.0.12,process_start,TA0002,T1059
a0082c63-a372-4848-bb4b-4f12c5645efd,2026-01-23T10:10:26.222729+00:00,admin,win-03,10.0.0.11,process_start,TA0002,T1059.001
c45e338c-d3a5-486b-b08b-75b20f137f18,2026-01-23T10:10:28.999242+00:00,alice,win-01,10.0.0.10,process_start,TA0002,T1059.003
9bffc176-6a53-4d36-a1af-7c5e6b4fbd84,2026-01-23T10:10:31.189026+00:00,admin,win-03,10.0.0.12,process_start,TA0002,T1059.003
3543a741-b466-422a-b540-ed0d9fe2cd25,2026-01-23T10:10:32.697261+00:00,bob,win-01,10.0.0.10,user_login,TA0006,T1110
511f5090-31e6-4b43-9404-a226bfc57e5c,2026-01-23T10:10:36.171820+00:00,charlie,win-03,10.0.0.11,user_login,TA0006,T1110
343bc450-8330-4f43-9ccc-d14d291b97fd,2026-01-23T10:10:40.185920+00:00,admin,win-02,10.0.0.11,user_login,TA0001,T1078
67d386b7-0637-46c5-a250-13bc918fd3a5,2026-01-23T10:10:43.065180+00:00,alice,win-02,10.0.0.11,process_start,TA0002,T1059.003
a80982f2-0f12-45d3-ab1b-95bb5bc467e9,2026-01-23T10:10:47.222950+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059
ee41ce3d-9d03-4de4-89b3-6f90d031476b,2026-01-23T10:10:48.304144+00:00,admin,win-03,10.0.0.12,user_login,TA0001,T1078
7d893d93-9b11-4b0f-a783-c171019e9384,2026-01-23T10:10:53.204712+00:00,alice,win-01,10.0.0.11,process_start,TA0002,T1059
dcd3a1a4-de44-431d-8031-1a3b2cb78561,2026-01-23T10:10:57.995838+00:00,bob,win-03,10.0.0.12,user_login,TA0001,T1078
12ed4bab-1665-466a-bdbd-255856f68095,2026-01-23T10:10:59.889630+00:00,charlie,win-01,10.0.0.10,user_login,TA0006,T1110
5e94518b-7fa3-4ac3-8620-668304e01596,2026-01-23T10:11:03.494823+00:00,admin,win-03,10.0.0.10,process_start,TA0002,T1059.003
c6de2dad-3363-41cb-a292-65f98b0247a6,2026-01-23T10:11:06.487070+00:00,admin,win-02,10.0.0.10,process_start,TA0002,T1059.003
3e909fb6-0970-4130-81aa-0da207ea066f,2026-01-23T10:11:07.534912+00:00,bob,win-02,10.0.0.12,user_login,TA0001,T1078
c29c74fb-93bc-4a65-8c32-df699809d15c,2026-01-23T10:11:10.776808+00:00,admin,win-01,10.0.0.10,process_start,TA0002,T1059
823bdbbb-a44b-4a88-bed3-d20eb79c481e,2026-01-23T10:11:13.178181+00:00,alice,win-03,10.0.0.10,process_start,TA0002,T1059.001
fd1fb5dc-844f-498f-8790-4228527d81a9,2026-01-23T10:11:16.235345+00:00,bob,win-03,10.0.0.12,process_start,TA0002,T1059.003
ec7e5794-2912-4a6b-bad4-0c4bf573268f,2026-01-23T10:11:18.807646+00:00,admin,win-03,10.0.0.10,user_login,TA0006,T1110
7f0cad5b-dd24-4ec6-9c9b-13aa36ad1d7a,2026-01-23T10:11:20.747924+00:00,alice,win-02,10.0.0.10,process_start,TA0002,T1059.001
614cbd25-08d1-47e2-a210-613894e7410e,2026-01-23T10:11:23.237183+00:00,bob,win-03,10.0.0.11,user_login,TA0006,T1110
